body_title,graph,senior_posts,junior_posts,source_files,num_source_files
Security Industry Authority,2012-03-31,4,82,{u'/data/sia/2012-03-31/SIA--government-staff-and-salary-data---May-2012-final.xls': 86},1
Security Industry Authority,2012-09-30,4,79,{u'/data/sia/2012-09-30/300912-SIA-Organogram-ver-1.xls': 83},1
Security Industry Authority,2013-09-30,4,82,{u'/data/sia/2013-09-30/sia-copy.xls': 86},1
Security Industry Authority,2014-03-31,4,77,{u'/data/sia/2014-03-31/Copy-of-2014-03-31-Organogram-staff-and-salary-data-template-(completed)---Copy.xls': 81},1
Security Industry Authority,2014-09-30,4,87,{u'/data/sia/2014-09-30/2014-11-21--Organogram-for-upload.xls': 91},1
Security Industry Authority,2015-03-31,4,110,{u'/data/sia/2015-03-31/20150331--Organogram-Data--SIA.xls': 114},1
Serious Fraud Office,2011-03-31,10,112,{u'/data/sfo/2011-03-31/government-staff-and-salary-data-SFO-v2---March-2011.xls': 122},1
Serious Fraud Office,2011-09-30,9,107,{u'/data/sfo/2011-09-30/government-staff-and-salary-data---October-2011-v2.xls': 116},1
Serious Fraud Office,2013-03-31,12,135,{u'/data/sfo/2013-03-31/Copy-of-cleaned-version-of-SFO-data-31-3-13.xls': 147},1
Serious Fraud Office,2014-03-31,12,135,{u'/data/sfo/2014-03-31/Copy-of-cleaned-version-of-SFO-data-31-3-13.xls': 147},1
Serious Organised Crime Agency,2011-03-31,6,43,{u'/data/soca/2011-03-31/Copy-of-government-staff-and-salary-data---March-2011---SOCA.xls': 48},1
Serious Organised Crime Agency,2011-09-30,5,32,{u'/data/soca/2011-09-30/SOCA-staff-and-salary----October-2011-DRAFT-v0.3-FINAL-(Including-working-data).xls': 37},1
Serious Organised Crime Agency,2012-03-31,5,32,{u'/data/soca/2012-03-31/SOCA-March-2012.xls': 37},1
Serious Organised Crime Agency,2012-09-30,5,56,{u'/data/soca/2012-09-30/SOCA-staff-and-salary---September-2012-FINAL-v3.xls': 61},1
Serious Organised Crime Agency,2013-03-31,5,58,{u'/data/soca/2013-03-31/13-04-26-SOCA-staff-and-salary---March-2013(1).xls': 63},1
Serious Organised Crime Agency,2013-09-30,5,35,{u'/data/soca/2013-09-30/SOCA-staff-and-salary---Sept-2013.xls': 40},1
Sir John Soane's Museum,2011-09-30,1,15,{u'/data/soane/2011-09-30/Government-staff-and-salary-data-blank-template---March-2011.xls': 16},1
Skills Funding Agency,2011-09-30,61,312,{u'/data/skillsfundingagency/2011-09-30/30-Sep-2011-SFA-Upload.xls': 373},1
Skills Funding Agency,2012-03-31,46,275,{u'/data/imservices/2012-03-31/20120331-SFA-Load.xls': 321},1
Skills Funding Agency,2012-09-30,45,259,{u'/data/skillsfundingagency/2012-09-30/20120930---Skills-Funding-Agency.xls': 304},1
Skills Funding Agency,2013-03-31,44,279,{u'/data/skillsfundingagency/2013-03-31/Transparency---20130430-Skills-Funding-Agency.xls': 323},1
"NHS South, Central and West CSU",2016-03-31,24,177,{u'/data/nhs/2016-03-31/310316-South-Central-and-West-Commissioning-Support-Unit-final-version.xls': 201},1
Sport England,2011-03-31,8,83,{u'/data/sportengland/2011-03-31/copy-of-government-staff-working-doc-3.xls': 90},1
Sport England,2011-09-30,8,87,{u'/data/sportengland/2011-09-30/300911-SportEng-data.xls': 95},1
Sport England,2012-03-31,8,89,{u'/data/sportengland/2012-03-31/310312-Sport-England-data.xls': 97},1
Sport England,2012-09-30,7,93,{u'/data/sportengland/2012-09-30/311012-Sport-England-data.xls': 100},1
Sport England,2013-09-30,7,81,{u'/data/sportengland/2013-09-30/011113-SE-data.xls': 88},1
Standards and Testing Agency,2013-09-30,145,742,{u'/data/education/2013-09-30/DfE-Government-staff-and-salary-data-blank-template---September-2013-FINAL.xls': 887},1
Standards Board for England,2011-03-31,4,26,{u'/data/standardsforengland/2011-03-31/government-staff-and-salary-data-blank-template---March-2011.xls': 30},1
Standards Board for England,2011-09-30,3,25,{u'/data/standardsforengland/2011-09-30/3government-staff-and-salary-data-blank-template--standards-for-england-281111.xls': 28},1
Student Loans Company Limited,2011-09-30,8,328,{u'/data/slc/2011-09-30/SLC-staff-and-salary-data-UPL-October-2011.xls': 336},1
Student Loans Company Limited,2012-09-30,8,381,{u'/data/slc/2012-09-30/300912-Student-Loans-Company.xls': 389},1
Student Loans Company Limited,2015-03-31,6,403,{u'/data/slc/2015-03-31/Student-Loans-Company-31032015.xls': 409},1
Student Loans Company Limited,2015-09-30,6,282,{u'/data/slc/2015-09-30/Student-Loan-Company-30092015.xls': 288},1
Student Loans Company Limited,2016-03-31,5,280,{u'/data/slc/2016-03-31/31032016-SLC.xls': 285},1
Tate,2011-03-31,6,28,{u'/data/tate/2011-03-31/Tate-staff-and-salary-data---March-2011.xls': 34},1
Tate,2011-09-30,6,28,{u'/data/tate/2011-09-30/government-staff-and-salary-data---October-2011.xls': 34},1
Tate,2012-03-31,6,28,{u'/data/tate/2012-03-31/government-staff-and-salary-data-blank-template---March-2012-FINAL.xls': 34},1
Tate,2012-09-30,6,28,{u'/data/tate/2012-09-30/Tate-staff-and-salary-data-blank-template---September-2012-FINAL.xls': 34},1
Tate,2013-03-31,5,23,{u'/data/tate/2013-03-31/Tate-staff-and-salary-data---1-April-2013.xls': 28},1
Tenant Services Authority,2011-03-31,8,82,{u'/data/tsa/2011-04-26/TSA-return---FINAL.xls': 90},1
Tenant Services Authority,2011-09-30,9,80,{u'/data/tsa/2011-09-30/300911-TSA-Organogram-V1.xls': 89},1
The British Library,2011-03-31,45,153,{u'/data/bl/2011-03-31/Brit-Lib-Staff-and-Salary-Data---March-2011.xls': 198},1
The British Library,2011-03-31,45,153,{u'/data/bl/2011-03-31/Brit-Lib-Staff-and-Salary-Data---March-2011.xls': 198},1
The British Library,2012-03-31,35,153,{u'/data/bl/2012-03-31/British-Library-Staff-and-Salary-Data---March-2012.xls': 188},1
The British Library,2013-09-30,35,143,{u'/data/bl/2013-09-30/British-Library-Staff-and-Salary-Data---September-2013.xls': 180},1
The British Library,2015-09-30,46,420,"{u'/data/bl/2015-09-30/300915-The-British-Library.xls': 233, u'/data/bl/2015-09-30/British-Library-Staff-and-Salary-Data---September-2015.xls': 233}",2
The British Library,2016-03-31,22,104,{u'/data/bl/2016-03-31/British-Library-Staff-and-Salary-Data---March-2016.xls': 126},1
The British Museum,2011-03-31,7,76,{u'/data/thebritishmuseum/2011-03-31/government-staff-and-salary-data---March-2011---British-Museum.xls': 83},1
The British Museum,2011-09-30,7,77,{u'/data/britishmuseum/2011-09-30/The-British-Museum-300911-Organogram-data.xls': 84},1
The British Museum,2012-03-31,6,68,{u'/data/britishmuseum/2012-03-31/British_Museum-March-2012.xls': 74},1
The British Museum,2012-09-30,6,66,{u'/data/britishmuseum/2012-09-30/BM-staff-and-salary-data---September-2012.xls': 72},1
The British Museum,2013-09-30,5,68,{u'/data/britishmuseum/2013-09-30/British-Museum-staff-and-salary-data300913.xls': 73},1
The Disclosure and Barring Service,2013-09-30,5,103,{u'/data/dbs/2013-09-30/Disclosure-and-Barring-Service-300913.xls': 108},1
The Disclosure and Barring Service,2014-03-31,5,0,{u'/data/dbs/2014-03-31/Copy-of-DBS-Staff-and-salary-data-31-March-20141.xls': 5},1
The Disclosure and Barring Service,2014-09-30,6,71,{u'/data/dbs/2014-09-30/DBS-Organogram-Data-FINAL.xls': 77},1
The Disclosure and Barring Service,2015-03-31,7,66,{u'/data/dbs/2015-03-31/20150331--Organogram-Data--DBS.xls': 73},1
The Food and Environment Research Agency,2011-09-30,6,125,{u'/data/fera/2011-09-30/Transparency-Template---October-2011.xls': 131},1
The Food and Environment Research Agency,2014-03-31,6,84,{u'/data/fera/2014-03-31/fera_organogram_310314.xls': 90},1
The Geffrye Museum,2011-03-31,1,21,{u'/data/geffrye-museum/2011-03-31/government-staff-and-salary-data-blank-template---July-2011.xls': 22},1
The Geffrye Museum,2011-09-30,1,21,{u'/data/geffrye-museum/2011-09-30/Copy-of-government-staff-and-salary-data-final.xls': 22},1
The Geffrye Museum,2012-03-31,1,21,{u'/data/geffrye-museum/2012-03-31/government-staff-and-salary-data-blank-template---March-2012-FINAL.xls': 22},1
The Geffrye Museum,2012-09-30,1,21,{u'/data/geffrye-museum/2012-09-30/government-staff-and-salary-data-blank-template---Nov--2012-FINAL.xls': 22},1
The Geffrye Museum,2013-03-31,1,21,{u'/data/geffrye-museum/2013-03-31/government-staff-and-salary-data-blank-template---March-2013.xls': 22},1
The Geffrye Museum,2013-09-30,1,19,{u'/data/geffrye-museum/2013-09-30/government-staff-and-salary-data-blank-template---Sept-2013.xls': 20},1
The Insolvency Service,2011-03-31,5,102,{u'/data/insolvency/2011-03-31/INSS-SCS-Organogram-and-staffing-details.xls': 107},1
The Insolvency Service,2011-09-30,5,101,{u'/data/insolvency/2011-09-30/INSS-staff-and-salary-data---300911.xls': 106},1
The Insolvency Service,2013-03-31,9,109,{u'/data/insolvency/2013-03-31/310313---INSS---Organogram.xls': 118},1
The National Archives,2011-03-31,7,214,{u'/data/nationalarchives/2011-03-31/Organogram-data_TNA_March-2011_20110525_CCD.xls': 221},1
The National Gallery,2011-03-31,7,108,{u'/data/ng-london/2011-03-31/government-staff-and-salary-data---31-March-2011-NG.xls': 115},1
The National Gallery,2011-09-30,7,108,{u'/data/ng-london/2011-09-30/300911-NG-Organogram.xls': 115},1
The National Gallery,2012-03-31,7,107,{u'/data/ng-london/2012-03-31/310312-NG-Organogram-ver1.xls': 114},1
The National Gallery,2013-09-30,4,102,{u'/data/ng-london/2013-09-30/300913-NG-Organogram-Ver1.xls': 106},1
The National Museum of the Royal Navy,2011-09-30,4,2,{u'/data/nmrn/2011-09-30/NMRNORGANOGRAMsep11.xls': 6},1
The National Museum of the Royal Navy,2012-03-31,4,2,{u'/data/nmrn/2012-03-31/NMRN31.05.12ORGANOGRAMMAY12.xls': 6},1
The National Museum of the Royal Navy,2012-09-30,5,5,{u'/data/nmrn/2012-09-30/300912---NMRN-ORGANOGRAM-NOV12.xls': 10},1
The National Museum of the Royal Navy,2013-03-31,6,5,{u'/data/nmrn/2013-03-31/NMRN310313ORGANOGRAMmar13.xls': 11},1
The National Museum of the Royal Navy,2013-09-30,5,4,{u'/data/nmrn/2013-09-30/NMRN_organogramsept2013.xls': 9},1
The National Museum of the Royal Navy,2014-09-30,8,16,{u'/data/nmrn/2014-09-30/300914NMRNorganogram.xls': 24},1
The National Museum of the Royal Navy,2015-03-31,5,15,{u'/data/mod/2015-03-31/NMRNSalaryDataSpreadsheetAsAt31Mar2015.xls': 20},1
The National Museum of the Royal Navy,2015-09-30,4,15,{u'/data/mod/2015-09-30/NMRNSalaryDataSpreadsheetAsAt30Sep2015.xls': 19},1
The National Museum of the Royal Navy,2016-03-31,4,15,{u'/data/mod/2016-03-31/NMRNSalaryDataSpreadsheetAsAt1Apr2016.xls': 19},1
The Northern Lighthouse Board,2011-03-31,4,87,{u'/data/nlb/2011-03-31/NLB-staff-and-salary-data-2---March-2011.xls': 91},1
The Northern Lighthouse Board,2011-09-30,4,86,{u'/data/nlb/2011-09-30/300911-Northern-Lighthouse-Board.xls': 90},1
The Northern Lighthouse Board,2012-03-31,4,85,{u'/data/nlb/2012-03-31/310312-Northern-Lighthouse-Board.xls': 89},1
The Northern Lighthouse Board,2014-03-31,4,82,{u'/data/dft/2014-03-31/310314-NLB--Organogram--ver-1.xls': 86},1
The Northern Lighthouse Board,2015-03-31,4,80,{u'/data/dft/2015-03-31/310315-Northern-Lighthouse-Board-Organogram-ver-1.xls': 84},1
The Northern Lighthouse Board,2015-09-30,4,81,{u'/data/dft/2015-09-30/300915-Northern-Lighthouse-Board-Organogram-ver-1.xls': 85},1
The Pensions Advisory Service,2011-09-30,1,10,{u'/data/pensionsadvisoryservice/2011-09-30/300911-TPAS-Organogram.xls': 11},1
The Pensions Advisory Service,2012-09-30,1,16,{u'/data/pensionsadvisoryservice/2012-09-30/300912-TPAS-Organogram.xls': 17},1
The Pensions Advisory Service,2014-03-31,1,14,{u'/data/pensionsadvisoryservice/2014-03-31/310314-TPAS.xls': 15},1
The Pensions Regulator,2011-03-31,64,66,{u'/data/tpr/2011-03-31/government-staff-and-salary-data---March-2011.xls': 128},1
The Pensions Regulator,2011-09-30,89,92,{u'/data/thepensionsregulator/2011-09-30/300911-The-Pensions-Regulator.xls.xls': 181},1
The Pensions Regulator,2012-03-31,84,99,{u'/data/tpr/2012-03-31/310312---The-Pensions-Regulator.xls': 183},1
The Pensions Regulator,2012-09-30,107,235,{u'/data/tpr/2012-09-30/300912---The-Pensions-Regulator.xls': 342},1
The Pensions Regulator,2014-09-30,134,106,{u'/data/tpr/2014-09-30/The-Pensions-Regulator-300914.xls': 240},1
The Wallace Collection,2011-09-30,4,46,{u'/data/wallacecollection/2011-09-30/government-staff-and-salary-data---October-2011.xls': 50},1
The Wallace Collection,2012-03-31,4,44,{u'/data/wallacecollection/2012-03-31/310312-TWC_Ver.2.xls': 48},1
The Wallace Collection,2012-09-30,4,44,{u'/data/wallacecollection/2012-09-30/300912-TWC_Ver.1.xls': 48},1
Thurrock Thames Gateway Development Corporation,2011-03-31,4,23,{u'/data/thurrocktgdc/2011-03-31/government-staff-and-salary-data---March-2011---ThurrockTGDC.xls': 27},1
Thurrock Thames Gateway Development Corporation,2011-09-30,4,20,{u'/data/thurrocktgdc/2011-09-30/300911-TTGDC---Organogram---Ver-1.xls': 24},1
Training and Development Agency for Schools,2011-03-31,14,52,{u'/data/tda/2011-03-31/Government-staff-and-salary-data-blank-template---March-2011-(TDA-Upload).xls': 66},1
Training and Development Agency for Schools,2011-09-30,13,47,{u'/data/tda/2011-09-30/300911-Training-and-Development-Agency-for-Schools.xls': 60},1
Transport Focus,2011-09-30,3,14,{u'/data/passengerfocus/2011-09-30/Passenger-Focus-staff-and-salary-data---September-2011.xls': 17},1
Transport Focus,2012-09-30,3,12,{u'/data/dft/2012-09-30/Passenger-Focus-Final-Return.xls': 15},1
Transport Focus,2013-09-30,3,13,{u'/data/dft/2013-09-30/Organogram-Government-staff-and-salary-data-Passenger-Focus---September-2013-FINAL.xls': 16},1
Transport Focus,2014-03-31,3,13,{u'/data/dft/2014-03-31/310314-Passenger-Focus--Organogram--ver-1.xls': 16},1
Transport Focus,2015-03-31,3,16,{u'/data/dft/2015-03-31/310315-Transport-Focus-Organogram-ver-1.xls': 19},1
Transport Focus,2015-09-30,4,22,{u'/data/dft/2015-09-30/300915-Transport-Focus-Organogram-ver-1.xls': 26},1
Transport Focus,2016-03-31,4,23,{u'/data/dft/2016-03-31/310316-TRANSPORT-FOCUS-Organogram-ver-1.xls': 27},1
Treasury Solicitor's Department,2011-03-31,61,203,{u'/data/TSOL/2011-03-31/TSol-government-staff-and-salary-data---March-2011.xls': 264},1
Treasury Solicitor's Department,2011-09-30,69,248,{u'/data/tsol/2011-09-30/TSol-government-staff-and-salary-data---September-2011.xls': 317},1
Treasury Solicitor's Department,2012-03-31,71,245,{u'/data/tsol/2012-03-31/TSol_staff_data_march_2012.xls': 316},1
Treasury Solicitor's Department,2012-09-30,66,246,{u'/data/tsol/2012-09-30/TSol-government-staff-and-salary-data---September-2012.xls': 312},1
Treasury Solicitor's Department,2013-09-30,94,337,{u'/data/tsol/2013-09-30/TSol-government-staff-and-salary-data---Dec-2013-v2.xls': 431},1
Trinity House Lighthouse Service,2011-09-30,4,131,{u'/data/thls/2011-09-30/DfT-Government-staff-and-salary-data-blank-template---October-2011.xls': 135},1
Trinity House Lighthouse Service,2012-09-30,4,129,{u'/data/dft/2012-09-30/Trinity-House-Final-Return.xls': 133},1
Trinity House Lighthouse Service,2014-03-31,4,129,{u'/data/dft/2014-03-31/310314-TH--Organogram--ver-1.xls': 133},1
Trinity House Lighthouse Service,2015-03-31,4,127,{u'/data/dft/2015-03-31/310315-Trinity-House-Organogram-ver-1.xls': 131},1
Trinity House Lighthouse Service,2015-09-30,4,127,{u'/data/dft/2015-09-30/300915-THLS-Organogram-ver-1.xls': 131},1
Trinity House Lighthouse Service,2016-03-31,4,132,{u'/data/dft/2016-03-31/310316-THLS-Organogram-ver-1.xls': 136},1
UK Anti-Doping,2011-09-30,5,38,{u'/data/ukad/2011-09-30/UKAD-government-staff-and-salary-data-blank-template-_November-2011.xls': 43},1
UK Anti-Doping,2012-03-31,5,32,{u'/data/ukad/2012-03-31/Copy-of-government-staff-and-salary-data-blank-template---March-2012-FINAL-SH.xls': 37},1
UK Anti-Doping,2013-09-30,5,33,{u'/data/ukad/2013-09-30/Government-staff-and-salary-data.-September-2013-UKAD-Dec-13-2.xls': 38},1
UK Border Agency,2011-03-31,81,486,{u'/data/homeoffice/2011-03-31/government-staff-and-salary-data---March-2011---UKBA.xls': 567},1
UK Border Agency,2011-09-30,82,463,{u'/data/homeoffice/2011-09-30/300911---UK-Border-Agency---Organogram-Data---FINAL.xls': 545},1
UK Border Agency,2012-03-31,86,445,{u'/data/homeoffice/2012-03-31/310312-UK-Border-Agency---Organogram-Data.xls': 531},1
UK Border Agency,2012-09-30,94,351,{u'/data/homeoffice/2012-09-30/300912-UK-Border-Agency---Final.xls': 445},1
UK Border Agency,2013-03-31,49,349,{u'/data/homeoffice/2013-03-31/310313-Organogram-Data-Final---UK-Border-Agency.xls': 400},1
UK Commission for Employment and Skills,2011-09-30,6,46,{u'/data/ukces/2011-09-30/UKCES-Organogram-as-at-30-September-V2-2011.xls': 52},1
UK Commission for Employment and Skills,2012-03-31,6,44,{u'/data/ukces/2012-03-31/310312-UKCES.xls': 50},1
UK Commission for Employment and Skills,2012-09-30,6,51,{u'/data/ukces/2012-09-30/300912-UKCES-organogram-v1.xls': 57},1
UK Debt Management Office,2011-03-31,4,88,{u'/data/dmo/2011-03-31/DMO-Government-staff-and-salary-data-template---March-2011Version-4.xls': 92},1
UK Debt Management Office,2011-09-30,4,92,{u'/data/dmo/2011-09-30/300911-DMO-Organogram---ver-2.xls': 96},1
UK Debt Management Office,2012-03-31,4,76,{u'/data/dmo/2012-03-31/DMO-March-2012-FINAL-V3.xls': 80},1
UK Debt Management Office,2012-09-30,4,81,{u'/data/dmo/2012-09-30/DMO-government-staff-and-salary-data-template---30-09-12--V1.xls': 85},1
UK Debt Management Office,2013-09-30,4,115,{u'/data/dmo/2013-09-30/DMO-Organogram-disclosure---Sept-2013.xls': 119},1
UK Debt Management Office,2014-03-31,4,112,{u'/data/dmo/2014-03-31/DMO-Organogram-to-March-14-FINAL-V3.xls': 116},1
UK Debt Management Office,2014-09-30,4,113,{u'/data/dmo/2014-09-30/FINAL-DMO-Organogram-to-Sept-14.xls': 117},1
UK Debt Management Office,2015-03-31,4,117,{u'/data/dmo/2015-03-31/DMO-staff-and-salary-data---March-2015-V1.xls': 121},1
UK Sport,2011-03-31,6,48,{u'/data/uksport/2011-03-31/government-staff-and-salary-data-blank-template---FINAL.xls': 54},1
UK Sport,2011-09-30,7,52,"{u'/data/uksport/2011-09-30/government-staff-and-salary-data---UK-Sport,-October-2011-(Final).xls': 59}",1
UK Sport,2012-03-31,7,56,{u'/data/uksport/2012-03-31/31032012-UKSPORT.xls': 63},1
UK Statistics Authority,2012-09-30,48,470,{u'/data/ons/2012-09-30/011012-UKStats-Organogram-ver-1.xls': 518},1
UK Statistics Authority,2013-09-30,46,487,{u'/data/ons/2013-09-30/300913-UKStats-Organagram-ver-1.xls': 533},1
UK Statistics Authority,2014-09-30,49,506,{u'/data/ons/2014-09-30/300914-UKStats-Organagram-Final.xls': 555},1
UK Supreme Court,2011-03-31,2,29,{u'/data/supremecourt/2011-03-31/government-staff-and-salary-data---March-2011---The-Supreme-Court.xls': 31},1
United Kingdom Atomic Energy Authority,2011-03-31,10,287,{u'/data/ccfe/2011-03-31/Authority-Transparency-Final-Versions-31-3-2011.xls': 297},1
United Kingdom Atomic Energy Authority,2011-09-30,10,249,{u'/data/ccfe/2011-09-30/300911---UK-Atomic-Energy-Authority---Organogram-v1.xls': 259},1
United Kingdom Atomic Energy Authority,2012-03-31,11,255,{u'/data/ccfe/2012-03-31/310312---UK-Atomic-Energy-Authority---Organogram-v2.xls': 266},1
United Kingdom Atomic Energy Authority,2012-09-30,10,268,{u'/data/ccfe/2012-09-30/300912-UK-Atomic-Energy-Authority-Organogram.xls': 278},1
United Kingdom Atomic Energy Authority,2013-03-31,10,293,{u'/data/ccfe/2013-03-31/310313-UK-Atomic-Energy-Authority-Organogram.xls': 303},1
United Kingdom Atomic Energy Authority,2013-09-30,10,348,{u'/data/ccfe/2013-09-30/300913-UK-Atomic-Energy-Authority-Organogram.xls': 358},1
United Kingdom Atomic Energy Authority,2014-03-31,10,364,{u'/data/ccfe/2014-03-31/310314-UK-Atomic-Energy-Authority-Organogram.xls': 374},1
United Kingdom Atomic Energy Authority,2014-09-30,10,364,{u'/data/ccfe/2014-09-30/300914-UK-Atomic-Energy-Authority-Organogram.xls': 374},1
United Kingdom Atomic Energy Authority,2015-03-31,11,349,{u'/data/ccfe/2015-03-31/310315-UK-Atomic-Energy-Authority-Organogram.xls': 360},1
United Kingdom Atomic Energy Authority,2015-09-30,9,158,{u'/data/ccfe/2015-09-30/300915-UK-Atomic-Energy-Authority-Organogram.xls': 167},1
United Kingdom Atomic Energy Authority,2016-03-31,9,167,{u'/data/ccfe/2016-03-31/310316-UK-Atomic-Energy-Authority-Organogram.xls': 176},1
United Kingdom Hydrographic Office,2011-09-30,5,42,{u'/data/ukho/2011-09-30/UKHO-Government-staff-and-salary-data---October-2011.xls': 47},1
United Kingdom Hydrographic Office,2013-03-31,5,1086,{u'/data/ukho/2013-03-31/300413-UKHO-Organogram-v2.xls': 1091},1
United Kingdom Hydrographic Office,2013-09-30,6,397,{u'/data/ukho/2013-09-30/30092013-UKHO-Oranganogram-V1.xls': 403},1
United Kingdom Hydrographic Office,2014-03-31,3,583,{u'/data/ukho/2014-03-31/31032014-UKHO-Organogram-V1.0.xls': 586},1
United Kingdom Hydrographic Office,2014-09-30,4,462,{u'/data/ukho/2014-09-30/20140930-UKHO-Organogram-V1.xls': 466},1
United Kingdom Hydrographic Office,2015-03-31,4,431,{u'/data/ukho/2015-03-31/20150425-UKHO-Organogram-V1.xls': 435},1
United Kingdom Hydrographic Office,2015-09-30,3,414,{u'/data/ukho/2015-09-30/UKHOSalaryDataSpreadsheetAsAt30Sep2015.xls': 417},1
United Kingdom Hydrographic Office,2016-03-31,3,414,{u'/data/ukho/2016-03-31/20160509-UKHO-Organogram.xls': 417},1
Valuation Office Agency,2011-03-31,11,4104,{u'/data/voa/2011-03-31/government-staff-and-salary-data-blank-template---March-2011-FINAL-v9.xls': 4115},1
Valuation Office Agency,2011-09-30,12,3815,{u'/data/voa/2011-09-30/300911-VOA-Organogram-FINAL-VERSION-v4.xls': 3827},1
Valuation Office Agency,2012-03-31,13,3786,{u'/data/voa/2012-03-31/Government-Staff-And-Salary-Data---31-March-2012---FINAL-VERSION-v5---22.6.12.xls': 3799},1
Valuation Office Agency,2015-09-30,19,3846,{u'/data/voa/2015-09-30/government-staff-and-salary-data-blank-template---March-2012-(29022012).xls': 3865},1
Valuation Tribunal Service,2012-03-31,3,6,{u'/data/vts/2012-03-31/Valuation-Tribunal-Service-31032012.xls': 9},1
Vehicle and Operator Services Agency,2011-03-31,3,45,{u'/data/dft/2011-03-31/Final-VOSA-Transparency-Return-26-May-2011.xls': 48},1
Vehicle and Operator Services Agency,2011-09-30,3,39,{u'/data/dft/2011-09-30/VOSA-Transparency-Final-Return.xls': 42},1
Vehicle and Operator Services Agency,2012-03-31,2,32,{u'/data/dft/2012-03-31/VOSA-Transparency-Final-Return-31.03.12.xls': 34},1
Vehicle and Operator Services Agency,2012-09-30,3,39,{u'/data/dft/2012-09-30/VOSA-Final-Return-30.09.12.xls': 42},1
Vehicle and Operator Services Agency,2013-03-31,0,0,{},0
Vehicle Certification Agency,2011-03-31,1,13,{u'/data/dft/2011-03-31/Final-VCA-Transparency-Return-26-May-2011.xls': 14},1
Vehicle Certification Agency,2011-09-30,1,7,{u'/data/dft/2011-09-30/VCA-Transparency-Final-Return.xls': 8},1
Vehicle Certification Agency,2012-03-31,1,7,{u'/data/dft/2012-03-31/VCA-Transparency-Final-Return-31.03.12.xls': 8},1
Vehicle Certification Agency,2012-09-30,1,7,{u'/data/dft/2012-09-30/VCA-Final-Return-30.09.12.xls': 8},1
Vehicle Certification Agency,2013-03-31,1,7,{u'/data/dft/2013-03-31/VCA-Transparency-Final-Return-31.03.13.xls': 8},1
Vehicle Certification Agency,2015-03-31,1,24,{u'/data/dft/2015-03-31/310315-VCA-Organogram-ver-1.xls': 25},1
Vehicle Certification Agency,2015-09-30,1,24,{u'/data/dft/2015-09-30/300915-VCA-Organogram-ver-1.xls': 25},1
Vehicle Certification Agency,2016-03-31,1,23,{u'/data/dft/2016-03-31/310316-VCA-Organogram-ver-1.xls': 24},1
Veterinary Medicines Directorate,2011-03-31,3,31,{u'/data/vmd/2011-03-31/government-staff-and-salary-VMD-template---March-2011.xls': 34},1
Veterinary Medicines Directorate,2011-09-30,3,63,{u'/data/vmd/2011-09-30/300911-VMD-government-staff-and-salary-data---October-2011-(2).xls': 66},1
Veterinary Medicines Directorate,2012-03-31,3,62,{u'/data/vmd/2012-03-31/310312-VMD-Organogram.xls': 65},1
Veterinary Medicines Directorate,2012-09-30,3,54,{u'/data/vmd/2012-09-30/300912-VMD-Organogram.xls': 57},1
Veterinary Medicines Directorate,2013-09-30,3,77,{u'/data/vmd/2013-09-30/300913-VMD-Organogram-new-template.xls': 80},1
Veterinary Medicines Directorate,2014-03-31,3,78,{u'/data/vmd/2014-03-31/310314-VMD-Organogram-new-template.xls': 81},1
Veterinary Medicines Directorate,2014-09-30,3,80,{u'/data/vmd/2014-09-30/300914-VMD-Organogram-new-template.xls': 83},1
Veterinary Medicines Directorate,2015-03-31,3,78,{u'/data/vmd/2015-03-31/310315-VMD-Organogram-new-template.xls': 81},1
Victoria & Albert Museum,2011-03-31,5,37,{u'/data/vam/2011-03-31/government-staff-and-salary-data---March-2011---V&A.xls': 42},1
Victoria & Albert Museum,2011-09-30,5,35,{u'/data/vam/2011-09-30/VA-staff-and-salary-data-asat-30Sep11.xls': 40},1
Victoria & Albert Museum,2012-03-31,5,35,{u'/data/vam/2012-03-31/VA-staff-and-salary-data-March2012.xls': 40},1
Victoria & Albert Museum,2012-09-30,5,36,{u'/data/vam/2012-09-30/VA-staff-and-salary-data-Sept2012.xls': 41},1
Visit England,2011-09-30,5,12,{u'/data/visitengland/2011-09-30/VE-Government-staff-and-salary-data---22.11.11.xls': 17},1
Visit England,2012-03-31,5,12,{u'/data/visitbritain/2012-03-31/VisitEngland-130712-staff-data-HL.xls': 17},1
Wales Office,2011-03-31,4,37,{u'/data/walesoffice/2011-03-31/Wales-Office-dataset-for-organogram---31-March-2011.xls': 41},1
Wales Office,2011-03-31,4,37,{u'/data/walesoffice/2011-03-31/Wales-Office-dataset-for-organogram---31-March-2011.xls': 41},1
Wales Office,2012-03-31,4,35,{u'/data/walesoffice/2012-03-31/Wales-Office-organogram-spreadsheet---310312.xls': 39},1
Wales Office,2012-09-30,4,38,{u'/data/walesoffice/2012-09-30/Wales-Office-organogram-spreadsheet---300912.xls': 42},1
Wales Office,2013-03-31,4,34,{u'/data/walesoffice/2013-03-31/310313-Organogram.xls': 38},1
Wales Office,2013-09-30,4,34,{u'/data/walesoffice/2013-09-30/300913organogram.xls': 38},1
Water Services Regulation Authority,2014-09-30,8,54,{u'/data/ofwat/2014-09-30/300914_ofwat_organogram.xls': 62},1
Water Services Regulation Authority,2016-03-31,10,51,{u'/data/defra/2016-03-31/310316_ofwat_oganogram.xls': 61},1
